DN,area_ha,class
"1",0.248,forest
"1",0.124,forest
"4",0.062,land
"4",0.062,land
"1",0.124,forest
"1",0.805,forest
"3",0.186,water
"1",0.062,forest
"4",0.124,land
"1",0.062,forest
"4",0.434,land
"1",0.062,forest
"1",0.124,forest
"4",0.124,land
"1",0.062,forest
"1",0.372,forest
"4",0.124,land
"1",0.062,forest
"3",0.124,water
"1",0.124,forest
"1",2.602,forest
"1",0.124,forest
"4",0.062,land
"3",0.805,water
"1",0.186,forest
"1",0.186,forest
"3",0.062,water
"1",0.186,forest
"4",0.124,land
"3",0.372,water
"1",0.310,forest
"1",0.496,forest
"4",0.124,land
"4",0.186,land
"1",3.903,forest
"4",0.124,land
"1",0.620,forest
"1",0.248,forest
"4",0.062,land
"3",0.124,water
"1",0.062,forest
"1",0.372,forest
"1",0.372,forest
"4",0.372,land
"1",0.124,forest
"3",0.062,water
"4",0.062,land
"1",0.310,forest
"1",0.124,forest
"3",0.991,water
"1",0.124,forest
"4",0.124,land
"3",0.124,water
"1",0.124,forest
"4",0.186,land
"1",0.310,forest
"1",0.496,forest
"1",0.186,forest
"1",1.177,forest
"1",0.248,forest
"4",0.620,land
"1",11.709,forest
"3",0.124,water
"4",0.062,land
"1",0.062,forest
"1",0.186,forest
"1",0.496,forest
"1",0.124,forest
"1",0.434,forest
"1",0.062,forest
"4",0.310,land
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"1",0.248,forest
"4",0.124,land
"4",0.062,land
"1",0.124,forest
"1",4.523,forest
"4",0.620,land
"1",0.248,forest
"4",3.098,land
"1",0.496,forest
"3",4.894,water
"1",0.248,forest
"1",0.124,forest
"1",0.124,forest
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"4",0.062,land
"1",0.062,forest
"3",0.062,water
"1",1.425,forest
"1",0.062,forest
"1",0.186,forest
"1",0.186,forest
"1",0.062,forest
"4",0.062,land
"4",0.062,land
"1",0.310,forest
"1",0.062,forest
"3",0.062,water
"3",0.124,water
"4",0.062,land
"1",0.186,forest
"3",0.062,water
"1",0.867,forest
"1",0.124,forest
"3",0.062,water
"3",0.062,water
"4",24.472,land
"1",0.186,forest
"1",0.186,forest
"1",3.841,forest
"1",0.186,forest
"4",0.310,land
"1",0.124,forest
"1",0.124,forest
"3",0.062,water
"1",0.124,forest
"1",0.496,forest
"3",0.124,water
"1",2.168,forest
"1",0.124,forest
"4",0.124,land
"3",0.124,water
"1",0.062,forest
"1",0.124,forest
"1",0.372,forest
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"1",0.186,forest
"3",0.062,water
"3",0.062,water
"3",0.310,water
"4",0.186,land
"4",0.062,land
"1",0.124,forest
"1",0.434,forest
"1",0.248,forest
"1",1.363,forest
"4",0.186,land
"3",0.062,water
"1",0.062,forest
"1",0.310,forest
"1",0.496,forest
"3",0.248,water
"1",0.372,forest
"1",0.186,forest
"4",0.124,land
"4",0.124,land
"1",0.248,forest
"3",0.062,water
"1",0.124,forest
"1",1.549,forest
"4",0.124,land
"4",0.124,land
"4",0.124,land
"4",0.124,land
"1",0.496,forest
"1",0.124,forest
"1",0.186,forest
"4",0.124,land
"4",0.124,land
"4",0.310,land
"4",0.124,land
"1",0.062,forest
"1",0.124,forest
"4",0.062,land
"1",0.186,forest
"4",0.062,land
"4",0.062,land
"4",0.062,land
"1",0.186,forest
"1",0.124,forest
"1",0.991,forest
"1",0.062,forest
"4",2.664,land
"4",0.186,land
"1",0.062,forest
"1",0.186,forest
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"1",0.124,forest
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"1",0.310,forest
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"4",0.062,land
"4",0.062,land
"3",3.284,water
"4",4.771,land
"1",100.050,forest
"1",21.499,forest
"1",0.805,forest
"1",0.496,forest
"4",10.967,land
"4",0.124,land
"1",44.730,forest
"1",0.248,forest
"4",0.558,land
"1",0.372,forest
"3",0.124,water
"1",0.248,forest
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"1",0.248,forest
"1",0.186,forest
"1",0.186,forest
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"1",0.124,forest
"4",1.363,land
"3",0.124,water
"1",4.027,forest
"3",0.062,water
"4",12.639,land
"1",0.310,forest
"3",0.062,water
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"1",0.186,forest
"1",0.124,forest
"1",0.124,forest
"1",1.425,forest
"3",0.062,water
"4",0.310,land
"3",0.062,water
"1",0.062,forest
"1",0.124,forest
"3",0.124,water
"1",0.124,forest
"1",0.310,forest
"1",0.124,forest
"4",0.124,land
"1",0.062,forest
"1",0.124,forest
"1",0.372,forest
"1",0.186,forest
"1",1.053,forest
"4",0.124,land
"1",0.186,forest
"4",0.124,land
"1",0.248,forest
"3",0.124,water
"1",0.186,forest
"1",0.062,forest
"1",0.372,forest
"1",0.434,forest
"1",0.186,forest
"1",0.186,forest
"1",0.124,forest
"1",0.124,forest
"1",0.186,forest
"1",0.186,forest
"1",0.186,forest
"1",0.186,forest
"1",0.248,forest
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"4",0.062,land
"4",0.124,land
"4",0.062,land
"1",0.062,forest
"1",0.062,forest
"1",0.186,forest
"1",0.310,forest
"1",0.124,forest
"1",0.186,forest
"1",0.186,forest
"1",0.744,forest
"1",0.310,forest
"1",0.124,forest
"1",0.248,forest
"4",0.124,land
"4",0.124,land
"1",0.434,forest
"1",0.124,forest
"1",0.248,forest
"1",0.496,forest
"1",0.434,forest
"4",0.248,land
"1",0.124,forest
"1",0.124,forest
"1",0.186,forest
"1",0.310,forest
"3",0.310,water
"3",0.062,water
"4",459.547,land
"1",5.205,forest
"3",0.867,water
"1",26.332,forest
"1",0.186,forest
"1",2.231,forest
"1",0.310,forest
"1",0.248,forest
"4",0.124,land
"1",0.062,forest
"3",0.124,water
"1",0.062,forest
"4",0.124,land
"1",0.682,forest
"1",0.062,forest
"1",0.186,forest
"3",0.062,water
"1",0.186,forest
"1",0.682,forest
"3",0.124,water
"4",0.744,land
"1",0.248,forest
"3",0.372,water
"4",0.124,land
"1",0.372,forest
"1",0.124,forest
"3",0.124,water
"1",1.053,forest
"4",0.124,land
"1",1.363,forest
"1",42.067,forest
"1",0.062,forest
"1",0.124,forest
"1",0.186,forest
"1",0.062,forest
"4",0.434,land
"3",0.062,water
"1",2.107,forest
"4",0.062,land
"1",0.062,forest
"4",0.124,land
"1",0.310,forest
"1",0.186,forest
"1",0.062,forest
"4",0.124,land
"3",0.062,water
"1",0.372,forest
"1",0.124,forest
"1",0.124,forest
"3",0.124,water
"3",0.062,water
"1",2.478,forest
"1",0.062,forest
"1",0.062,forest
"1",0.744,forest
"4",0.248,land
"1",0.124,forest
"1",0.124,forest
"1",0.062,forest
"1",0.124,forest
"1",0.248,forest
"3",0.062,water
"3",0.124,water
"3",0.062,water
"1",0.062,forest
"3",0.124,water
"3",0.062,water
"3",0.062,water
"1",0.434,forest
"1",0.372,forest
"1",0.124,forest
"1",0.186,forest
"4",0.124,land
"4",0.062,land
"1",0.124,forest
"1",0.124,forest
"3",0.124,water
"4",0.124,land
"1",0.062,forest
"1",0.124,forest
"3",0.062,water
"1",0.062,forest
"3",0.062,water
"1",0.310,forest
"3",0.062,water
"3",0.124,water
"1",0.372,forest
"1",0.124,forest
"1",0.062,forest
"3",7.435,water
"1",2.107,forest
"1",0.682,forest
"1",1420.408,forest
"3",0.372,water
"3",2772.712,water
"3",0.310,water
"1",0.124,forest
"1",0.124,forest
"3",0.186,water
"1",0.124,forest
"4",0.062,land
"1",0.744,forest
"4",0.124,land
"1",0.124,forest
"1",0.062,forest
"3",0.372,water
"1",0.124,forest
"4",0.991,land
"1",0.558,forest
"1",0.062,forest
"1",0.186,forest
"3",0.124,water
"1",1.177,forest
"1",0.186,forest
"1",0.124,forest
"1",0.434,forest
"1",0.124,forest
"3",1.797,water
"1",0.620,forest
"1",0.062,forest
"3",0.124,water
"4",0.062,land
"4",0.124,land
"1",0.062,forest
"1",0.124,forest
"1",0.248,forest
"1",0.062,forest
"1",0.434,forest
"4",10.100,land
"3",0.124,water
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"3",0.124,water
"4",0.372,land
"1",0.186,forest
"4",0.186,land
"3",0.062,water
"1",0.124,forest
"1",0.124,forest
"4",0.124,land
"1",4.895,forest
"3",0.062,water
"3",0.124,water
"1",0.124,forest
"3",0.062,water
"1",0.372,forest
"1",0.062,forest
"1",0.310,forest
"3",0.062,water
"1",0.124,forest
"1",0.186,forest
"4",0.062,land
"1",0.310,forest
"3",0.124,water
"1",1.611,forest
"1",0.434,forest
"1",0.991,forest
"3",0.186,water
"1",0.062,forest
"1",0.434,forest
"1",0.062,forest
"1",0.062,forest
"3",0.062,water
"1",0.310,forest
"1",0.124,forest
"1",0.062,forest
"1",0.062,forest
"3",40.088,water
"1",1.611,forest
"1",0.186,forest
"3",0.186,water
"1",0.186,forest
"1",0.186,forest
"4",0.496,land
"1",0.062,forest
"3",0.124,water
"3",0.062,water
"3",0.248,water
"3",0.124,water
"1",0.186,forest
"4",0.124,land
"3",0.248,water
"1",0.929,forest
"1",0.062,forest
"1",0.558,forest
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"1",0.062,forest
"4",15.243,land
"4",0.124,land
"1",2.169,forest
"1",0.186,forest
"1",1.425,forest
"1",0.062,forest
"1",0.434,forest
"1",0.434,forest
"1",3.842,forest
"1",0.062,forest
"3",0.124,water
"1",0.124,forest
"1",0.124,forest
"1",0.062,forest
"1",0.186,forest
"1",0.124,forest
"1",0.062,forest
"3",0.124,water
"3",0.124,water
"1",1.487,forest
"1",0.062,forest
"1",0.186,forest
"1",0.186,forest
"3",0.062,water
"3",0.062,water
"1",0.124,forest
"3",0.062,water
"1",0.062,forest
"3",4.400,water
"1",0.186,forest
"4",0.310,land
"1",0.434,forest
"1",0.434,forest
"1",0.248,forest
"1",0.124,forest
"4",0.062,land
"1",0.124,forest
"1",0.062,forest
"3",0.124,water
"3",0.124,water
"3",0.124,water
"1",0.124,forest
"1",0.186,forest
"1",0.186,forest
"1",0.062,forest
"1",0.062,forest
"3",2.231,water
"3",1.053,water
"1",0.248,forest
"1",0.310,forest
"1",0.310,forest
"3",0.186,water
"1",0.620,forest
"1",0.929,forest
"1",14.933,forest
"1",1.115,forest
"3",1.983,water
"1",0.186,forest
"1",0.124,forest
"4",0.062,land
"3",0.310,water
"4",0.062,land
"4",0.372,land
"1",0.124,forest
"4",0.062,land
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"3",0.062,water
"4",0.062,land
"3",0.124,water
"3",0.062,water
"1",0.062,forest
"1",9.914,forest
"4",20.386,land
"1",0.062,forest
"3",0.124,water
"3",0.124,water
"3",0.806,water
"1",0.062,forest
"1",0.124,forest
"1",0.991,forest
"1",0.248,forest
"3",0.248,water
"1",2.417,forest
"3",0.124,water
"3",0.434,water
"4",0.124,land
"4",0.062,land
"3",0.062,water
"4",0.124,land
"1",0.062,forest
"1",0.310,forest
"1",0.062,forest
"4",0.682,land
"4",0.930,land
"1",0.062,forest
"4",0.124,land
"1",0.929,forest
"1",0.124,forest
"1",0.434,forest
"1",0.062,forest
"3",0.124,water
"4",0.062,land
"1",0.310,forest
"3",0.496,water
"1",0.682,forest
"3",0.310,water
"4",0.062,land
"1",0.124,forest
"1",0.186,forest
"4",0.062,land
"3",0.186,water
"1",0.124,forest
"4",0.372,land
"4",0.062,land
"1",0.124,forest
"1",0.124,forest
"1",2.479,forest
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"4",0.620,land
"1",0.186,forest
"1",0.124,forest
"1",0.062,forest
"4",0.372,land
"4",0.186,land
"1",0.124,forest
"1",0.248,forest
"1",0.062,forest
"1",0.062,forest
"1",0.310,forest
"3",0.124,water
"1",0.372,forest
"4",0.186,land
"4",0.124,land
"4",2.603,land
"3",0.062,water
"1",0.124,forest
"1",0.062,forest
"1",0.310,forest
"1",0.248,forest
"1",0.372,forest
"3",0.062,water
"1",0.062,forest
"1",0.062,forest
"4",0.124,land
"1",0.248,forest
"4",0.062,land
"4",0.062,land
"3",0.124,water
"3",0.062,water
"1",0.124,forest
"1",0.682,forest
"1",1.239,forest
"4",0.124,land
"4",0.062,land
"1",0.062,forest
"1",0.310,forest
"1",0.124,forest
"1",0.186,forest
"1",0.124,forest
"3",0.062,water
"1",0.124,forest
"4",0.062,land
"1",1.239,forest
"4",0.062,land
"1",0.062,forest
"4",0.062,land
"1",0.186,forest
"3",0.062,water
"1",0.062,forest
"4",0.062,land
"1",0.248,forest
"1",0.434,forest
"1",0.186,forest
"1",0.124,forest
"4",0.062,land
"1",0.248,forest
"1",0.124,forest
"1",0.062,forest
"3",2.479,water
"4",25.406,land
"1",0.062,forest
"4",0.124,land
"1",1.363,forest
"1",0.062,forest
"4",0.062,land
"4",0.124,land
"1",0.124,forest
"1",0.124,forest
"1",0.124,forest
"3",0.124,water
"3",0.372,water
"4",0.124,land
"1",0.124,forest
"1",14.624,forest
"3",7.126,water
"3",0.744,water
"1",0.496,forest
"1",4.648,forest
"1",0.558,forest
"3",1.797,water
"1",0.124,forest
"1",1.673,forest
"1",0.062,forest
"3",0.062,water
"4",0.124,land
"3",0.124,water
"1",0.062,forest
"1",1.611,forest
"1",0.124,forest
"1",0.124,forest
"1",0.062,forest
"3",0.620,water
"1",0.062,forest
"3",0.186,water
"4",0.310,land
"3",1.115,water
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"1",0.186,forest
"3",0.124,water
"1",0.062,forest
"1",0.496,forest
"1",0.124,forest
"1",0.124,forest
"3",0.062,water
"3",0.062,water
"1",0.062,forest
"1",0.186,forest
"1",0.124,forest
"1",0.062,forest
"1",0.310,forest
"3",0.124,water
"4",0.124,land
"3",0.124,water
"1",0.124,forest
"1",0.062,forest
"4",0.806,land
"4",0.124,land
"4",0.124,land
"1",0.124,forest
"1",0.310,forest
"1",0.186,forest
"1",0.062,forest
"1",0.310,forest
"1",0.186,forest
"1",0.372,forest
"1",0.310,forest
"1",0.124,forest
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"4",0.062,land
"1",0.496,forest
"1",0.062,forest
"1",20.449,forest
"4",0.124,land
"4",0.124,land
"1",0.248,forest
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"4",0.372,land
"1",0.124,forest
"1",0.062,forest
"1",0.124,forest
"4",0.062,land
"3",0.558,water
"1",0.124,forest
"3",0.186,water
"1",0.124,forest
"1",0.124,forest
"1",2.169,forest
"1",0.310,forest
"1",0.930,forest
"1",0.186,forest
"1",0.062,forest
"1",0.186,forest
"1",0.186,forest
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"1",0.248,forest
"1",0.062,forest
"1",0.124,forest
"4",0.062,land
"4",0.062,land
"1",0.186,forest
"1",0.186,forest
"1",0.124,forest
"1",0.124,forest
"1",0.124,forest
"3",0.062,water
"3",0.310,water
"1",0.062,forest
"3",0.062,water
"1",0.124,forest
"4",6.817,land
"4",0.062,land
"1",0.558,forest
"4",116.865,land
"1",9.048,forest
"1",1.177,forest
"4",1.177,land
"1",0.310,forest
"1",0.248,forest
"1",0.124,forest
"1",0.620,forest
"3",2.851,water
"4",0.248,land
"1",0.124,forest
"1",0.186,forest
"4",0.062,land
"1",0.558,forest
"1",0.124,forest
"1",0.062,forest
"1",0.372,forest
"3",0.372,water
"1",0.620,forest
"4",0.062,land
"1",0.062,forest
"1",0.682,forest
"1",0.062,forest
"4",0.124,land
"4",0.062,land
"1",0.496,forest
"1",0.248,forest
"4",0.124,land
"1",0.124,forest
"1",0.124,forest
"1",0.124,forest
"1",0.186,forest
"1",0.062,forest
"1",0.248,forest
"4",0.124,land
"1",0.558,forest
"1",0.062,forest
"1",1.054,forest
"3",0.062,water
"1",13.261,forest
"1",0.248,forest
"1",0.868,forest
"1",0.124,forest
"1",0.062,forest
"1",0.868,forest
"3",0.186,water
"1",0.124,forest
"1",0.062,forest
"1",0.062,forest
"3",18.281,water
"1",0.372,forest
"1",0.124,forest
"1",0.310,forest
"4",0.062,land
"3",0.124,water
"1",0.124,forest
"4",0.062,land
"1",0.124,forest
"1",0.124,forest
"4",0.062,land
"1",0.124,forest
"1",0.124,forest
"1",0.310,forest
"4",0.124,land
"3",0.186,water
"1",0.186,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"1",0.310,forest
"1",0.062,forest
"4",0.248,land
"1",0.062,forest
"1",0.062,forest
"1",0.744,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.186,forest
"1",0.682,forest
"4",5.144,land
"1",0.248,forest
"3",0.062,water
"3",0.124,water
"1",0.124,forest
"1",0.124,forest
"1",0.062,forest
"1",0.124,forest
"3",0.062,water
"1",0.124,forest
"1",0.372,forest
"1",0.062,forest
"1",0.186,forest
"1",0.124,forest
"1",0.186,forest
"1",0.248,forest
"1",0.558,forest
"3",0.062,water
"1",0.062,forest
"1",0.186,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"1",0.744,forest
"3",7.746,water
"1",0.124,forest
"1",0.186,forest
"1",0.124,forest
"1",0.062,forest
"1",0.186,forest
"1",0.186,forest
"1",0.062,forest
"1",0.062,forest
"1",0.310,forest
"1",0.186,forest
"1",0.248,forest
"1",0.124,forest
"4",1.983,land
"1",0.124,forest
"1",0.310,forest
"1",0.310,forest
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"4",0.248,land
"1",0.124,forest
"1",0.186,forest
"1",0.186,forest
"1",0.124,forest
"1",0.186,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.248,forest
"1",0.124,forest
"1",0.124,forest
"1",0.186,forest
"1",0.186,forest
"1",0.062,forest
"3",0.062,water
"1",0.124,forest
"1",0.124,forest
"1",0.062,forest
"0",1710282.133,non-def
"1",1.735,forest
"3",4.152,water
"3",39.846,water
"1",0.682,forest
"4",30.552,land
"1",0.124,forest
"1",0.248,forest
"1",0.062,forest
"1",0.558,forest
"1",0.124,forest
"1",0.124,forest
"4",0.558,land
"1",0.062,forest
"1",0.744,forest
"1",0.496,forest
"4",0.186,land
"1",0.124,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.310,forest
"1",0.186,forest
"1",0.248,forest
"1",0.124,forest
"4",0.124,land
"3",0.124,water
"1",0.310,forest
"1",0.186,forest
"1",0.124,forest
"4",0.062,land
"1",0.186,forest
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"1",0.124,forest
"1",0.806,forest
"1",0.186,forest
"1",0.186,forest
"3",0.124,water
"3",0.186,water
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"1",0.310,forest
"3",0.124,water
"3",0.062,water
"1",0.062,forest
"3",0.062,water
"1",0.558,forest
"1",0.124,forest
"1",0.186,forest
"1",0.744,forest
"3",0.124,water
"1",2.045,forest
"3",0.062,water
"3",0.062,water
"3",0.186,water
"3",0.062,water
"1",0.992,forest
"1",0.744,forest
"1",0.186,forest
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"1",0.868,forest
"1",0.124,forest
"1",0.124,forest
"1",0.124,forest
"1",0.186,forest
"1",0.124,forest
"3",0.124,water
"3",0.124,water
"1",12.952,forest
"4",0.062,land
"1",0.062,forest
"1",0.124,forest
"1",0.310,forest
"1",0.124,forest
"1",0.186,forest
"1",0.186,forest
"1",0.062,forest
"1",0.186,forest
"1",0.062,forest
"1",0.186,forest
"1",0.124,forest
"3",0.062,water
"3",0.062,water
"4",0.124,land
"4",39.910,land
"1",0.124,forest
"4",0.434,land
"1",0.124,forest
"1",0.186,forest
"1",0.186,forest
"1",0.124,forest
"1",0.248,forest
"1",0.496,forest
"1",0.124,forest
"1",0.062,forest
"1",0.248,forest
"1",0.062,forest
"1",0.124,forest
"3",0.186,water
"1",0.186,forest
"1",0.124,forest
"3",0.124,water
"1",0.186,forest
"1",0.310,forest
"1",0.124,forest
"1",0.124,forest
"1",0.062,forest
"1",0.062,forest
"3",0.124,water
"3",0.124,water
"1",0.062,forest
"4",59.309,land
"4",0.310,land
"1",0.124,forest
"1",0.062,forest
"1",0.310,forest
"1",0.186,forest
"1",0.248,forest
"1",0.062,forest
"1",0.124,forest
"3",0.186,water
"1",0.062,forest
"3",0.124,water
"1",127.345,forest
"3",0.062,water
"1",0.124,forest
"1",0.062,forest
"1",0.930,forest
"1",0.248,forest
"1",0.062,forest
"1",0.062,forest
"4",0.186,land
"1",0.062,forest
"1",0.186,forest
"3",0.186,water
"1",0.124,forest
"1",0.434,forest
"3",82.293,water
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"3",0.124,water
"4",0.124,land
"4",0.124,land
"1",0.124,forest
"1",0.062,forest
"1",0.124,forest
"1",0.372,forest
"3",0.124,water
"1",0.062,forest
"1",0.372,forest
"1",0.062,forest
"3",0.062,water
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"4",0.062,land
"1",0.124,forest
"1",0.186,forest
"4",0.682,land
"1",0.062,forest
"1",0.062,forest
"1",0.620,forest
"3",0.186,water
"1",0.310,forest
"1",0.186,forest
"1",0.248,forest
"1",0.682,forest
"1",0.124,forest
"1",0.062,forest
"4",0.062,land
"1",0.186,forest
"1",0.434,forest
"1",0.062,forest
"1",0.062,forest
"1",3.471,forest
"3",0.062,water
"1",0.124,forest
"1",0.186,forest
"4",0.062,land
"1",0.062,forest
"1",0.062,forest
"1",0.496,forest
"1",0.186,forest
"1",0.186,forest
"1",0.124,forest
"3",0.062,water
"1",0.186,forest
"1",0.124,forest
"3",0.124,water
"1",0.124,forest
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"4",0.186,land
"1",0.186,forest
"3",0.310,water
"1",0.372,forest
"3",0.124,water
"1",4.896,forest
"3",0.186,water
"1",0.248,forest
"1",0.186,forest
"3",0.434,water
"1",0.062,forest
"1",0.062,forest
"1",0.186,forest
"3",0.124,water
"1",0.124,forest
"1",0.310,forest
"1",0.186,forest
"3",0.062,water
"1",0.124,forest
"3",0.062,water
"1",0.124,forest
"1",0.186,forest
"1",0.124,forest
"1",0.062,forest
"4",0.744,land
"1",0.186,forest
"4",0.186,land
"1",0.124,forest
"1",0.062,forest
"1",23.179,forest
"1",7.003,forest
"1",0.744,forest
"1",2.479,forest
"4",1.426,land
"1",0.248,forest
"1",1.302,forest
"1",0.248,forest
"3",0.062,water
"3",0.124,water
"3",0.124,water
"1",1.549,forest
"4",0.062,land
"1",0.186,forest
"1",0.062,forest
"3",1.364,water
"1",0.124,forest
"1",0.062,forest
"1",0.310,forest
"1",0.124,forest
"3",0.806,water
"3",0.062,water
"4",0.434,land
"3",0.062,water
"1",0.062,forest
"1",0.062,forest
"1",0.744,forest
"1",0.434,forest
"3",0.248,water
"3",0.124,water
"1",0.062,forest
"1",0.124,forest
"1",0.248,forest
"1",0.062,forest
"1",0.186,forest
"3",0.062,water
"3",0.248,water
"1",0.310,forest
"1",0.124,forest
"1",0.062,forest
"3",0.062,water
"1",0.062,forest
"1",0.310,forest
"4",0.062,land
"1",0.124,forest
"1",0.248,forest
"1",0.124,forest
"3",0.248,water
"1",0.062,forest
"1",0.620,forest
"1",0.062,forest
"1",0.124,forest
"1",0.186,forest
"3",0.062,water
"1",0.124,forest
"1",0.496,forest
"1",0.124,forest
"1",0.062,forest
"4",0.124,land
"1",0.310,forest
"1",0.186,forest
"1",0.062,forest
"1",0.186,forest
"1",1.178,forest
"1",0.186,forest
"1",0.186,forest
"1",0.372,forest
"1",0.124,forest
"4",0.062,land
"1",0.186,forest
"1",0.124,forest
"1",0.310,forest
"1",0.186,forest
"1",0.992,forest
"1",0.248,forest
"4",0.124,land
"4",0.124,land
"1",0.124,forest
"3",0.062,water
"1",0.186,forest
"1",0.186,forest
"4",0.124,land
"3",0.062,water
"1",0.062,forest
"1",0.248,forest
"1",0.186,forest
"1",0.062,forest
"1",0.124,forest
"1",0.062,forest
"4",0.124,land
"1",0.124,forest
"1",0.186,forest
"1",0.124,forest
"1",0.062,forest
"4",0.186,land
"4",0.124,land
"1",0.186,forest
"1",0.248,forest
"1",0.124,forest
"3",0.062,water
"4",0.620,land
"4",0.434,land
"1",0.062,forest
"1",0.062,forest
"1",0.558,forest
"4",0.620,land
"1",0.124,forest
"4",0.186,land
"1",0.124,forest
"1",0.186,forest
"1",0.186,forest
"1",0.248,forest
"3",0.248,water
"1",0.620,forest
"1",2.479,forest
"3",0.124,water
"3",0.248,water
"1",0.062,forest
"1",0.186,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"1",0.248,forest
"1",0.062,forest
"1",0.186,forest
"1",0.186,forest
"1",0.124,forest
"4",13.821,land
"1",3.099,forest
"1",1.983,forest
"3",0.682,water
"1",0.248,forest
"1",2.045,forest
"1",0.372,forest
"1",0.806,forest
"1",0.372,forest
"3",0.310,water
"1",1.426,forest
"4",0.310,land
"4",0.186,land
"1",0.124,forest
"1",0.124,forest
"1",0.372,forest
"4",0.620,land
"3",0.062,water
"1",0.186,forest
"1",0.186,forest
"3",4.834,water
"4",0.124,land
"4",0.124,land
"1",0.062,forest
"1",0.558,forest
"4",2.975,land
"1",0.124,forest
"1",0.124,forest
"3",0.124,water
"1",0.062,forest
"1",0.062,forest
"1",0.186,forest
"3",0.062,water
"3",0.186,water
"1",0.186,forest
"1",31.299,forest
"1",2.231,forest
"3",0.062,water
"1",0.186,forest
"1",0.062,forest
"3",0.186,water
"3",0.062,water
"4",0.124,land
"1",1.116,forest
"1",2.107,forest
"3",0.062,water
"1",0.124,forest
"1",0.062,forest
"4",2.975,land
"1",0.062,forest
"1",0.062,forest
"3",0.186,water
"4",0.124,land
"3",0.186,water
"1",0.124,forest
"1",0.062,forest
"1",0.248,forest
"1",0.062,forest
"4",0.124,land
"3",0.124,water
"3",0.372,water
"1",0.062,forest
"1",1.054,forest
"1",0.124,forest
"1",0.372,forest
"1",0.186,forest
"1",0.744,forest
"3",0.186,water
"1",0.186,forest
"1",0.248,forest
"1",0.186,forest
"3",0.062,water
"1",0.124,forest
"4",0.124,land
"1",0.124,forest
"1",0.186,forest
"1",0.124,forest
"1",0.062,forest
"1",0.062,forest
"1",0.124,forest
"1",0.558,forest
"1",0.186,forest
"1",0.248,forest
"1",0.124,forest
"4",0.186,land
"3",0.186,water
"1",0.124,forest
"1",2.479,forest
"1",0.124,forest
"1",0.062,forest
"1",0.124,forest
"1",0.186,forest
"4",0.186,land
"3",0.248,water
"1",0.434,forest
"1",0.062,forest
"1",0.062,forest
"1",0.062,forest
"4",2.541,land
"4",0.124,land
"4",796.694,land
"1",0.496,forest
"1",0.062,forest
"1",0.124,forest
"1",0.124,forest
"4",0.062,land
"4",0.124,land
"1",0.124,forest
"4",0.186,land
"3",0.186,water
"1",0.186,forest
"1",0.186,forest
"1",0.124,forest
"1",0.062,forest
"1",0.248,forest
"1",0.310,forest
"1",0.186,forest
"1",0.062,forest
"1",0.124,forest
"4",0.124,land
"1",0.062,forest
"1",0.062,forest
"3",0.124,water
"1",0.124,forest
"1",0.186,forest
"4",0.062,land
"1",0.186,forest
"1",0.124,forest
"3",0.124,water
"1",96.565,forest
"4",7.438,land
"1",0.682,forest
"1",2.045,forest
"1",1.364,forest
"1",1.302,forest
"1",0.558,forest
"3",0.248,water
"1",0.062,forest
"1",0.062,forest
