DN,area,Class
"4",0.123,land
"4",0.184,land
"4",0.123,land
"1",0.061,forest
"4",0.123,land
"4",0.123,land
"1",0.245,forest
"1",0.061,forest
"3",0.123,water
"1",0.184,forest
"1",0.123,forest
"1",0.123,forest
"1",1.533,forest
"3",0.245,water
"1",0.245,forest
"1",0.123,forest
"1",0.123,forest
"4",0.061,land
"4",0.184,land
"3",0.123,water
"3",0.061,water
"1",0.123,forest
"1",0.184,forest
"3",0.061,water
"1",0.061,forest
"3",0.061,water
"1",0.061,forest
"4",0.123,land
"1",0.613,forest
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"3",0.061,water
"3",0.123,water
"1",0.123,forest
"1",0.368,forest
"3",0.123,water
"4",1.165,land
"1",0.061,forest
"4",0.123,land
"4",0.307,land
"3",0.184,water
"4",1.717,land
"4",0.061,land
"1",0.123,forest
"1",0.061,forest
"3",0.184,water
"4",0.061,land
"1",0.061,forest
"3",0.061,water
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",0.061,forest
"3",0.184,water
"3",0.184,water
"1",0.061,forest
"1",0.061,forest
"1",0.184,forest
"3",0.184,water
"1",0.061,forest
"4",0.123,land
"1",0.123,forest
"3",0.245,water
"1",0.123,forest
"3",0.123,water
"3",0.675,water
"1",0.123,forest
"1",0.123,forest
"3",0.123,water
"3",0.061,water
"1",0.061,forest
"4",0.061,land
"1",0.061,forest
"1",0.061,forest
"4",0.061,land
"1",13.984,forest
"4",0.061,land
"1",0.184,forest
"1",0.123,forest
"1",0.061,forest
"1",0.123,forest
"4",0.061,land
"4",0.123,land
"4",1.043,land
"4",1.472,land
"1",2.085,forest
"4",0.613,land
"1",2.085,forest
"3",0.123,water
"3",0.429,water
"1",1.104,forest
"3",0.552,water
"1",6.808,forest
"1",0.245,forest
"4",1.349,land
"4",5.643,land
"3",0.061,water
"4",0.491,land
"1",0.061,forest
"4",0.061,land
"1",0.123,forest
"1",0.123,forest
"3",0.123,water
"4",0.184,land
"4",0.123,land
"4",0.123,land
"1",0.429,forest
"1",0.123,forest
"3",0.184,water
"1",0.184,forest
"1",0.061,forest
"4",0.245,land
"4",0.123,land
"4",0.061,land
"4",0.368,land
"1",0.123,forest
"3",0.123,water
"4",0.429,land
"4",0.123,land
"4",0.613,land
"1",0.123,forest
"3",0.123,water
"3",0.061,water
"1",0.123,forest
"3",0.123,water
"3",0.061,water
"3",0.920,water
"1",0.491,forest
"1",0.123,forest
"1",0.429,forest
"1",0.123,forest
"1",0.061,forest
"1",0.245,forest
"1",0.123,forest
"1",0.061,forest
"3",0.245,water
"3",1.043,water
"4",0.123,land
"4",0.123,land
"4",0.061,land
"3",0.123,water
"4",0.307,land
"1",0.061,forest
"3",0.859,water
"3",0.123,water
"1",0.123,forest
"1",0.123,forest
"3",0.061,water
"1",1.656,forest
"1",0.245,forest
"3",0.368,water
"1",0.736,forest
"4",0.061,land
"3",0.123,water
"1",0.061,forest
"3",0.123,water
"4",0.061,land
"3",0.123,water
"4",0.429,land
"4",0.491,land
"1",0.184,forest
"3",0.061,water
"3",1.411,water
"1",0.061,forest
"1",0.123,forest
"1",4.416,forest
"1",0.061,forest
"1",0.123,forest
"3",2.331,water
"4",0.061,land
"4",0.245,land
"3",0.061,water
"1",0.123,forest
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"4",0.123,land
"4",0.675,land
"4",0.491,land
"4",0.245,land
"4",0.368,land
"4",0.429,land
"4",0.061,land
"1",0.061,forest
"4",0.061,land
"4",0.123,land
"1",0.061,forest
"1",0.123,forest
"3",0.245,water
"1",0.184,forest
"1",0.123,forest
"1",0.061,forest
"1",0.123,forest
"3",0.061,water
"1",0.123,forest
"1",0.061,forest
"1",0.123,forest
"4",0.184,land
"1",0.307,forest
"3",0.123,water
"4",0.184,land
"3",0.123,water
"1",0.245,forest
"1",0.368,forest
"3",0.123,water
"3",0.123,water
"1",0.123,forest
"1",0.307,forest
"1",0.123,forest
"1",0.123,forest
"3",0.491,water
"3",0.061,water
"1",0.061,forest
"1",0.123,forest
"1",0.061,forest
"1",0.123,forest
"3",0.307,water
"4",0.245,land
"4",0.307,land
"3",0.061,water
"3",0.061,water
"4",0.123,land
"3",0.061,water
"3",0.061,water
"1",0.123,forest
"1",0.061,forest
"1",0.061,forest
"1",0.245,forest
"3",0.675,water
"4",0.061,land
"3",0.123,water
"4",0.061,land
"1",0.061,forest
"1",0.123,forest
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"1",0.184,forest
"4",0.184,land
"4",0.123,land
"4",0.368,land
"3",0.797,water
"1",2.515,forest
"1",0.368,forest
"1",1.411,forest
"1",0.368,forest
"1",56.481,forest
"3",0.307,water
"3",0.061,water
"3",1.104,water
"1",0.123,forest
"1",0.061,forest
"3",0.123,water
"3",0.184,water
"1",0.123,forest
"1",1.104,forest
"1",0.429,forest
"1",0.061,forest
"3",0.552,water
"4",0.123,land
"1",0.123,forest
"1",0.184,forest
"4",0.245,land
"3",0.184,water
"1",0.123,forest
"4",1.043,land
"1",0.061,forest
"4",0.491,land
"4",0.123,land
"1",0.061,forest
"1",0.123,forest
"3",0.307,water
"1",0.061,forest
"1",0.184,forest
"4",0.061,land
"4",0.123,land
"1",0.123,forest
"1",0.123,forest
"1",0.061,forest
"3",0.061,water
"4",1.963,land
"1",0.061,forest
"4",0.061,land
"1",0.307,forest
"3",0.123,water
"4",0.061,land
"1",0.123,forest
"1",0.123,forest
"3",0.307,water
"3",0.491,water
"4",0.061,land
"1",0.123,forest
"3",0.123,water
"1",0.307,forest
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"3",0.061,water
"4",0.245,land
"3",0.368,water
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"3",0.061,water
"1",0.123,forest
"3",0.061,water
"1",0.123,forest
"4",0.123,land
"3",0.123,water
"3",0.061,water
"1",0.184,forest
"4",0.123,land
"3",0.429,water
"4",0.123,land
"1",0.061,forest
"4",0.307,land
"3",0.061,water
"1",0.061,forest
"3",0.123,water
"3",0.123,water
"1",0.061,forest
"1",0.061,forest
"4",0.123,land
"1",0.675,forest
"4",0.061,land
"3",0.123,water
"1",0.061,forest
"1",5.091,forest
"3",0.123,water
"3",0.184,water
"3",0.123,water
"4",0.061,land
"1",0.123,forest
"1",0.245,forest
"4",0.245,land
"1",0.307,forest
"1",0.123,forest
"1",0.245,forest
"1",0.123,forest
"4",0.123,land
"4",0.675,land
"3",1.043,water
"1",0.123,forest
"3",0.123,water
"3",0.061,water
"1",0.245,forest
"3",0.061,water
"1",0.123,forest
"1",0.245,forest
"1",0.123,forest
"1",0.245,forest
"1",0.061,forest
"3",0.123,water
"3",0.184,water
"1",0.184,forest
"1",0.429,forest
"1",0.245,forest
"1",76.479,forest
"4",0.123,land
"4",0.368,land
"1",0.061,forest
"1",0.184,forest
"3",0.061,water
"4",0.061,land
"1",0.123,forest
"1",0.061,forest
"1",0.061,forest
"1",0.123,forest
"1",0.368,forest
"3",0.123,water
"1",0.245,forest
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"4",0.123,land
"1",0.061,forest
"1",0.061,forest
"3",0.613,water
"3",0.123,water
"4",0.123,land
"1",0.123,forest
"1",0.061,forest
"3",0.307,water
"3",0.123,water
"1",0.184,forest
"1",0.123,forest
"1",0.061,forest
"1",1.043,forest
"1",0.123,forest
"1",0.123,forest
"1",18.339,forest
"1",12.329,forest
"1",0.613,forest
"1",21.591,forest
"1",0.245,forest
"3",0.552,water
"1",5.337,forest
"4",0.061,land
"1",0.061,forest
"1",0.123,forest
"3",0.061,water
"1",0.061,forest
"1",0.797,forest
"1",0.368,forest
"3",0.307,water
"3",0.123,water
"1",4.662,forest
"1",0.184,forest
"4",1.411,land
"1",0.061,forest
"1",0.491,forest
"1",0.061,forest
"1",0.061,forest
"4",0.245,land
"4",0.061,land
"4",0.123,land
"3",0.061,water
"1",0.245,forest
"1",0.061,forest
"1",0.184,forest
"1",0.061,forest
"1",0.307,forest
"1",0.491,forest
"3",0.123,water
"3",0.061,water
"1",0.123,forest
"1",0.123,forest
"1",0.061,forest
"4",0.307,land
"1",0.245,forest
"4",0.123,land
"1",0.123,forest
"3",0.307,water
"3",0.061,water
"1",0.123,forest
"1",0.307,forest
"1",0.123,forest
"1",0.123,forest
"4",0.797,land
"3",0.245,water
"3",0.123,water
"1",0.429,forest
"1",0.061,forest
"1",0.184,forest
"3",0.123,water
"1",0.123,forest
"3",0.123,water
"3",0.184,water
"3",0.061,water
"3",0.061,water
"1",0.123,forest
"1",0.184,forest
"4",0.184,land
"1",0.123,forest
"4",0.061,land
"3",0.123,water
"4",0.061,land
"1",0.123,forest
"1",0.123,forest
"4",0.123,land
"4",0.123,land
"1",0.245,forest
"3",0.123,water
"3",0.061,water
"4",0.061,land
"1",0.123,forest
"1",0.184,forest
"4",0.061,land
"3",1.288,water
"1",0.061,forest
"4",0.061,land
"4",0.184,land
"1",0.123,forest
"1",0.061,forest
"1",0.368,forest
"1",0.061,forest
"3",0.123,water
"1",0.245,forest
"1",1.043,forest
"3",0.123,water
"1",0.123,forest
"4",0.368,land
"3",0.061,water
"3",0.061,water
"1",0.123,forest
"1",0.123,forest
"4",0.061,land
"1",0.061,forest
"3",0.245,water
"1",0.061,forest
"1",0.123,forest
"3",0.061,water
"1",0.123,forest
"1",0.123,forest
"1",0.245,forest
"1",0.981,forest
"1",0.061,forest
"3",0.123,water
"3",0.061,water
"1",0.184,forest
"1",0.429,forest
"1",0.123,forest
"3",0.061,water
"3",0.123,water
"1",0.184,forest
"1",0.061,forest
"3",0.429,water
"1",0.123,forest
"3",0.797,water
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"1",0.184,forest
"1",0.123,forest
"3",0.123,water
"4",0.123,land
"3",0.184,water
"1",0.123,forest
"3",0.061,water
"1",0.061,forest
"1",3.251,forest
"3",6.563,water
"4",0.429,land
"3",0.491,water
"4",0.429,land
"1",2.760,forest
"1",0.245,forest
"4",0.368,land
"1",0.123,forest
"4",0.184,land
"1",0.552,forest
"4",0.123,land
"1",0.245,forest
"1",0.123,forest
"1",0.123,forest
"1",1.104,forest
"1",2.760,forest
"3",0.061,water
"3",0.123,water
"1",0.061,forest
"1",0.307,forest
"4",0.123,land
"4",1.227,land
"3",0.245,water
"4",0.123,land
"4",0.061,land
"1",0.368,forest
"1",0.245,forest
"1",0.061,forest
"1",0.245,forest
"1",0.061,forest
"1",0.184,forest
"1",0.123,forest
"1",0.245,forest
"3",0.675,water
"1",1.595,forest
"1",0.491,forest
"1",0.123,forest
"1",0.061,forest
"4",0.061,land
"1",0.061,forest
"1",0.061,forest
"4",1.963,land
"3",0.429,water
"4",0.061,land
"1",0.307,forest
"1",0.061,forest
"1",0.061,forest
"1",0.245,forest
"1",0.429,forest
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"4",0.061,land
"3",1.472,water
"1",0.061,forest
"1",0.613,forest
"3",0.123,water
"3",0.061,water
"1",0.797,forest
"1",0.307,forest
"4",0.123,land
"1",0.184,forest
"3",0.061,water
"1",0.245,forest
"1",0.123,forest
"1",0.123,forest
"4",0.123,land
"1",1.166,forest
"4",0.061,land
"3",0.123,water
"4",0.123,land
"4",0.368,land
"3",0.797,water
"1",0.061,forest
"1",0.061,forest
"4",0.552,land
"1",0.061,forest
"3",0.123,water
"1",0.123,forest
"1",0.245,forest
"4",0.061,land
"4",0.123,land
"4",4.478,land
"3",0.184,water
"3",0.123,water
"3",0.123,water
"1",0.123,forest
"3",0.061,water
"1",0.123,forest
"1",0.123,forest
"4",0.184,land
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"4",0.061,land
"1",0.061,forest
"1",0.245,forest
"1",0.061,forest
"1",0.123,forest
"1",0.061,forest
"4",0.184,land
"1",0.184,forest
"1",0.123,forest
"1",0.123,forest
"1",1.718,forest
"4",2.331,land
"1",0.307,forest
"1",0.245,forest
"4",0.307,land
"1",0.061,forest
"3",0.184,water
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"1",0.184,forest
"1",0.184,forest
"3",0.123,water
"3",0.061,water
"1",0.123,forest
"1",0.123,forest
"4",0.061,land
"4",0.123,land
"1",0.123,forest
"1",0.123,forest
"1",0.061,forest
"3",0.123,water
"1",0.061,forest
"1",0.061,forest
"3",0.061,water
"3",0.061,water
"1",0.123,forest
"1",0.123,forest
"3",0.061,water
"4",0.123,land
"3",0.123,water
"1",0.184,forest
"4",0.368,land
"1",0.123,forest
"1",1.840,forest
"1",0.552,forest
"3",7.791,water
"1",4.355,forest
"1",4.294,forest
"1",30.364,forest
"3",0.368,water
"3",0.123,water
"4",0.061,land
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",0.061,forest
"1",0.368,forest
"1",0.061,forest
"1",1.718,forest
"3",0.123,water
"3",0.061,water
"1",0.797,forest
"4",5.889,land
"4",0.123,land
"4",0.061,land
"4",0.245,land
"1",6.932,forest
"1",0.184,forest
"1",7.361,forest
"1",0.061,forest
"4",0.123,land
"1",0.123,forest
"3",0.184,water
"1",1.288,forest
"1",0.061,forest
"3",0.061,water
"1",0.061,forest
"1",0.123,forest
"3",0.061,water
"1",0.123,forest
"1",0.245,forest
"3",0.368,water
"1",0.061,forest
"1",0.123,forest
"1",0.061,forest
"1",0.123,forest
"1",0.061,forest
"1",0.123,forest
"1",0.061,forest
"4",0.061,land
"3",0.245,water
"4",0.123,land
"1",0.123,forest
"1",0.123,forest
"1",0.061,forest
"1",0.245,forest
"1",0.061,forest
"4",0.245,land
"4",0.123,land
"3",0.307,water
"3",0.061,water
"3",0.123,water
"3",0.123,water
"3",0.123,water
"4",0.307,land
"1",0.061,forest
"1",0.368,forest
"1",0.123,forest
"1",0.368,forest
"1",0.061,forest
"3",0.123,water
"4",0.061,land
"1",0.061,forest
"1",0.491,forest
"3",0.061,water
"4",0.123,land
"4",0.061,land
"3",1.227,water
"1",145.058,forest
"3",0.061,water
"4",1.043,land
"3",0.307,water
"1",0.061,forest
"3",1.288,water
"1",0.123,forest
"4",1.043,land
"1",0.061,forest
"1",0.123,forest
"3",0.061,water
"3",0.675,water
"1",0.061,forest
"4",0.123,land
"1",0.061,forest
"1",0.061,forest
"1",0.368,forest
"1",0.123,forest
"4",0.061,land
"1",0.123,forest
"4",0.061,land
"1",0.061,forest
"1",0.123,forest
"4",0.061,land
"4",0.061,land
"4",0.368,land
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"1",0.368,forest
"4",0.061,land
"3",0.123,water
"4",0.061,land
"3",0.552,water
"1",0.368,forest
"1",0.061,forest
"1",0.184,forest
"4",0.920,land
"1",0.859,forest
"3",0.123,water
"1",1.288,forest
"1",0.061,forest
"4",0.123,land
"4",0.061,land
"1",0.123,forest
"4",0.061,land
"3",0.245,water
"1",0.736,forest
"4",0.061,land
"1",0.123,forest
"1",0.061,forest
"3",0.123,water
"4",0.123,land
"3",0.123,water
"1",0.061,forest
"4",0.736,land
"4",0.245,land
"4",0.307,land
"3",0.797,water
"3",0.061,water
"1",2.024,forest
"3",0.061,water
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"1",0.184,forest
"1",0.061,forest
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"4",0.061,land
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"1",0.123,forest
"3",0.061,water
"4",0.123,land
"3",0.123,water
"1",0.061,forest
"1",0.123,forest
"4",0.061,land
"1",1.472,forest
"3",0.123,water
"4",0.061,land
"4",0.123,land
"4",0.429,land
"1",0.123,forest
"1",0.736,forest
"1",0.123,forest
"4",0.307,land
"1",0.061,forest
"1",0.061,forest
"1",0.184,forest
"1",0.061,forest
"4",0.307,land
"3",0.123,water
"4",0.123,land
"1",0.061,forest
"4",0.061,land
"1",0.061,forest
"3",0.061,water
"3",0.368,water
"1",0.123,forest
"3",0.061,water
"4",0.123,land
"4",0.061,land
"1",0.123,forest
"3",0.123,water
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",2.761,forest
"1",0.736,forest
"1",0.245,forest
"4",0.307,land
"3",1.288,water
"1",0.184,forest
"1",1.472,forest
"1",1.350,forest
"4",0.245,land
"1",34.475,forest
"3",0.123,water
"1",0.123,forest
"1",0.859,forest
"1",0.061,forest
"1",0.368,forest
"4",0.061,land
"1",0.123,forest
"3",0.061,water
"1",0.061,forest
"3",0.123,water
"3",0.736,water
"1",0.123,forest
"4",0.184,land
"4",0.061,land
"1",0.123,forest
"1",0.245,forest
"3",0.123,water
"3",0.123,water
"4",0.061,land
"1",0.061,forest
"1",0.061,forest
"4",0.123,land
"1",0.123,forest
"1",0.552,forest
"1",0.123,forest
"1",0.613,forest
"1",0.061,forest
"1",0.061,forest
"4",0.675,land
"1",0.061,forest
"1",0.123,forest
"1",0.061,forest
"3",0.123,water
"3",0.736,water
"3",0.491,water
"1",0.061,forest
"4",0.245,land
"1",0.123,forest
"3",0.061,water
"3",0.123,water
"1",0.184,forest
"3",0.061,water
"1",0.123,forest
"1",0.123,forest
"4",0.061,land
"1",0.123,forest
"3",0.123,water
"1",0.061,forest
"1",0.123,forest
"4",0.245,land
"1",0.429,forest
"4",0.675,land
"1",0.123,forest
"3",0.061,water
"1",0.123,forest
"4",0.061,land
"3",0.859,water
"1",0.123,forest
"1",0.368,forest
"3",0.061,water
"4",0.123,land
"3",0.061,water
"1",0.061,forest
"1",0.184,forest
"3",0.307,water
"1",0.061,forest
"1",0.061,forest
"1",0.123,forest
"1",0.184,forest
"3",7.055,water
"3",0.123,water
"1",0.123,forest
"1",0.123,forest
"4",0.123,land
"1",0.491,forest
"1",0.123,forest
"1",0.245,forest
"1",0.982,forest
"1",0.123,forest
"3",0.123,water
"1",0.123,forest
"1",0.123,forest
"4",0.061,land
"1",0.307,forest
"1",0.061,forest
"1",0.429,forest
"1",0.061,forest
"1",0.061,forest
"1",0.613,forest
"4",0.123,land
"1",0.061,forest
"1",0.491,forest
"3",0.061,water
"1",0.061,forest
"3",0.061,water
"1",0.061,forest
"4",0.245,land
"1",0.184,forest
"1",0.245,forest
"1",0.491,forest
"3",0.123,water
"1",0.061,forest
"4",0.061,land
"3",0.061,water
"1",1.350,forest
"1",0.061,forest
"1",0.061,forest
"1",0.736,forest
"1",0.184,forest
"1",0.123,forest
"1",0.061,forest
"1",0.123,forest
"4",0.123,land
"4",0.123,land
"4",0.123,land
"3",0.061,water
"1",1.166,forest
"4",0.061,land
"4",0.061,land
"1",0.123,forest
"1",0.245,forest
"1",0.061,forest
"1",0.061,forest
"1",0.184,forest
"1",0.123,forest
"3",0.123,water
"1",0.061,forest
"3",0.184,water
"4",0.061,land
"3",0.061,water
"3",0.061,water
"3",0.061,water
"3",0.061,water
"1",0.184,forest
"1",0.184,forest
"4",0.184,land
"4",0.061,land
"4",0.061,land
"4",0.123,land
"3",7.055,water
"1",8.343,forest
"4",2.945,land
"4",0.184,land
"1",0.429,forest
"1",0.245,forest
"1",0.307,forest
"4",0.245,land
"1",0.307,forest
"1",0.061,forest
"4",0.061,land
"1",0.061,forest
"3",0.675,water
"4",0.061,land
"1",0.184,forest
"4",0.123,land
"1",22.513,forest
"1",0.123,forest
"3",0.245,water
"4",0.123,land
"3",0.245,water
"4",0.061,land
"4",0.368,land
"1",0.061,forest
"3",0.123,water
"4",29.138,land
"3",0.184,water
"4",0.123,land
"1",0.123,forest
"3",0.061,water
"1",0.123,forest
"1",0.429,forest
"1",0.123,forest
"4",0.123,land
"3",0.429,water
"4",0.123,land
"3",0.920,water
"3",0.061,water
"4",0.123,land
"3",0.061,water
"3",0.123,water
"3",0.061,water
"1",0.123,forest
"1",0.061,forest
"4",0.184,land
"3",0.123,water
"1",0.061,forest
"1",0.184,forest
"3",0.123,water
"4",0.061,land
"1",0.675,forest
"4",0.061,land
"3",0.368,water
"4",0.982,land
"3",0.123,water
"4",0.184,land
"3",0.123,water
"3",0.123,water
"4",0.123,land
"3",0.123,water
"3",0.675,water
"3",1.043,water
"1",0.123,forest
"1",0.061,forest
"3",0.123,water
"1",0.061,forest
"3",0.061,water
"4",1.534,land
"1",0.184,forest
"4",0.123,land
"1",0.184,forest
"1",0.245,forest
"4",0.123,land
"1",0.061,forest
"4",0.123,land
"1",0.061,forest
"1",0.552,forest
"4",0.061,land
"4",0.184,land
"4",0.307,land
"1",0.184,forest
"4",0.123,land
"4",0.798,land
"4",0.061,land
"3",0.123,water
"4",1.166,land
"3",0.123,water
"4",0.061,land
"1",0.123,forest
"3",0.123,water
"3",7.546,water
"3",0.123,water
"1",0.123,forest
"1",0.123,forest
"1",0.123,forest
"1",0.614,forest
"3",0.061,water
"1",0.061,forest
"4",0.123,land
"4",0.061,land
"1",0.123,forest
"4",0.061,land
"3",0.123,water
"3",0.061,water
"3",0.123,water
"1",0.123,forest
"1",0.123,forest
"4",0.061,land
"3",0.061,water
"3",0.552,water
"3",0.123,water
"3",0.123,water
"1",0.061,forest
"1",6.442,forest
"1",0.184,forest
"1",0.123,forest
"3",0.061,water
"3",0.123,water
"3",0.123,water
"3",0.307,water
"3",0.061,water
"3",0.123,water
"1",0.245,forest
"3",0.123,water
"1",0.061,forest
"4",0.123,land
"4",0.061,land
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"4",0.123,land
"3",0.123,water
"4",0.123,land
"1",0.061,forest
"3",0.123,water
"1",0.184,forest
"4",0.368,land
"3",0.061,water
"3",0.184,water
"3",0.061,water
"3",0.061,water
"3",0.123,water
"1",0.123,forest
"1",0.061,forest
"3",0.061,water
"3",0.061,water
"3",0.061,water
"1",0.184,forest
"4",0.123,land
"1",2.577,forest
"3",0.491,water
"1",1.595,forest
"3",2.638,water
"4",0.368,land
"4",1.718,land
"1",1.595,forest
"1",4.110,forest
"4",1.227,land
"1",0.307,forest
"3",0.307,water
"3",0.123,water
"1",0.245,forest
"3",0.061,water
"4",0.123,land
"3",0.123,water
"1",0.061,forest
"3",0.123,water
"1",0.123,forest
"3",0.184,water
"3",0.123,water
"1",1.288,forest
"1",0.982,forest
"1",0.123,forest
"1",2.638,forest
"4",0.123,land
"1",0.123,forest
"1",0.061,forest
"3",0.061,water
"3",0.368,water
"1",0.123,forest
"3",0.368,water
"1",0.061,forest
"1",0.123,forest
"3",0.184,water
"4",0.061,land
"1",3.926,forest
"1",0.368,forest
"1",0.123,forest
"1",0.061,forest
"4",0.184,land
"3",0.061,water
"4",0.184,land
"1",0.123,forest
"1",0.552,forest
"1",0.123,forest
"3",0.123,water
"1",0.920,forest
"4",0.123,land
"3",0.123,water
"1",0.061,forest
"1",0.123,forest
"1",2.331,forest
"3",0.061,water
"3",0.061,water
"3",0.123,water
"3",0.123,water
"3",0.061,water
"1",0.184,forest
"3",0.123,water
"3",0.061,water
"1",0.123,forest
"1",0.061,forest
"3",0.614,water
"1",0.429,forest
"4",1.043,land
"4",0.123,land
"3",0.061,water
"1",0.061,forest
"1",0.552,forest
"3",0.123,water
"1",0.429,forest
"1",0.552,forest
"1",0.184,forest
"1",0.123,forest
"1",0.061,forest
"1",0.123,forest
"1",0.061,forest
"3",1.779,water
"3",0.061,water
"3",0.491,water
"3",0.123,water
"4",0.184,land
"4",0.123,land
"4",2.209,land
"3",0.061,water
"3",2.209,water
"1",0.061,forest
"1",0.491,forest
"3",0.123,water
"1",0.123,forest
"1",0.123,forest
"1",0.061,forest
"1",0.061,forest
"1",0.061,forest
"3",2.945,water
"1",0.061,forest
"3",0.123,water
"1",0.123,forest
"1",1.472,forest
"1",0.123,forest
"3",0.245,water
"1",0.123,forest
"3",3.742,water
"4",0.184,land
"4",0.123,land
"1",0.061,forest
"1",0.061,forest
"1",0.123,forest
"1",0.491,forest
"1",0.061,forest
"4",0.123,land
"3",0.061,water
"4",0.245,land
"1",0.123,forest
"1",0.123,forest
"1",0.061,forest
"1",0.061,forest
"1",0.123,forest
"1",0.061,forest
"3",0.614,water
"4",0.061,land
"3",2.209,water
"3",0.123,water
"4",0.184,land
"4",0.491,land
"4",0.061,land
"1",0.123,forest
"3",2.700,water
"1",0.061,forest
"1",0.061,forest
"1",0.123,forest
"4",0.123,land
"4",0.982,land
"1",0.123,forest
"1",0.061,forest
"3",0.061,water
"1",0.123,forest
"4",0.123,land
"4",0.061,land
"1",0.123,forest
"1",0.061,forest
"1",0.061,forest
"4",0.061,land
"4",0.061,land
"3",0.061,water
"3",0.307,water
"1",0.061,forest
"1",0.123,forest
"1",0.061,forest
"3",0.061,water
"3",0.307,water
"4",0.061,land
"4",0.123,land
"3",0.123,water
"4",0.123,land
"3",1.166,water
"1",0.245,forest
"1",0.123,forest
"4",0.061,land
"3",0.429,water
"1",1.227,forest
"1",0.982,forest
"1",0.061,forest
"1",0.368,forest
"4",0.245,land
"3",0.245,water
"1",0.061,forest
"3",0.123,water
"1",0.123,forest
"1",0.061,forest
"1",1.779,forest
"4",0.061,land
"3",0.245,water
"1",1.473,forest
"3",0.061,water
"3",0.061,water
"1",0.061,forest
"1",0.061,forest
"1",0.368,forest
"3",8.467,water
"1",0.184,forest
"1",0.061,forest
"4",1.288,land
"3",0.123,water
"1",0.123,forest
"3",0.061,water
"3",0.368,water
"4",0.184,land
"3",0.061,water
"1",0.061,forest
"1",0.123,forest
"4",0.368,land
"3",1.043,water
"1",0.123,forest
"3",0.123,water
"4",1.350,land
"3",2.025,water
"1",0.123,forest
"3",0.061,water
"1",0.123,forest
"3",82.329,water
"1",0.736,forest
"3",0.123,water
"4",0.184,land
"3",0.061,water
"4",0.061,land
"4",0.307,land
"4",0.123,land
"4",0.429,land
"3",0.245,water
"4",0.061,land
"1",0.614,forest
"1",0.184,forest
"1",0.245,forest
"3",0.184,water
"4",0.061,land
"3",0.123,water
"4",0.552,land
"3",0.429,water
"1",0.061,forest
"1",0.184,forest
"1",0.061,forest
"3",0.184,water
"1",2.761,forest
"3",0.061,water
"1",1.166,forest
"4",0.123,land
"3",0.123,water
"1",0.123,forest
"1",0.123,forest
"4",0.061,land
"4",0.123,land
"4",0.123,land
"4",0.123,land
"1",0.061,forest
"1",0.368,forest
"3",0.123,water
"1",0.061,forest
"1",1.350,forest
"4",0.061,land
"4",0.123,land
"4",0.245,land
"3",0.123,water
"1",0.061,forest
"1",0.245,forest
"1",0.061,forest
"3",0.429,water
"4",0.123,land
"1",0.123,forest
"3",0.061,water
"3",0.061,water
"4",0.061,land
"1",0.123,forest
"1",0.123,forest
"3",0.184,water
"1",0.123,forest
"4",0.061,land
"1",0.061,forest
"1",0.123,forest
"1",0.307,forest
"3",0.061,water
"1",0.491,forest
"3",0.061,water
"4",0.307,land
"4",0.245,land
"1",0.675,forest
"3",0.245,water
"1",0.061,forest
"3",0.920,water
"1",0.061,forest
"1",0.123,forest
"1",0.184,forest
"3",0.491,water
"3",0.061,water
"4",0.123,land
"1",0.123,forest
"3",0.491,water
"1",0.368,forest
"4",0.184,land
"1",0.061,forest
"3",0.123,water
"4",0.123,land
"1",0.184,forest
"3",0.123,water
"1",0.184,forest
"3",0.368,water
"1",0.614,forest
"3",0.184,water
"1",0.123,forest
"3",0.061,water
"1",0.061,forest
"3",0.123,water
"3",0.123,water
"1",0.061,forest
"3",0.429,water
"1",0.552,forest
"1",0.061,forest
"3",0.061,water
"1",0.123,forest
"3",0.184,water
"4",0.123,land
"4",0.061,land
"3",0.123,water
"1",0.061,forest
"1",0.123,forest
"1",0.123,forest
"1",0.307,forest
